SET,SUBSET,TIME,SETTING,LRMC,RRMC,t,steer_ang,vx,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,X,Y,vy,yaw,yaw_rate,hitch,hitch_rate
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC26.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC26.jpg,2.4726715,-0.035587,0.789931,0.29539,0.414422,-9.31942,0.00035038,-0.012642,-0.0088894,-1.26328362,0.82283043,-0.038925,2.5987,-0.0073557,0.0043746,0.0072613
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC27.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC27.jpg,2.5993778,-0.045978,0.846354,0.49147,-0.349635,-9.18437,-0.012006,0.0048395,-0.0023068,-1.3715387,0.89086374,-0.00037356,2.5982,-0.0031911,0.0047789,0.0021278
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC28.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC28.jpg,2.6550497,-0.059259,0.928819,1.7529,-0.112736,-10.5069,0.0077057,0.00059495,-0.0085227,-1.41404005,0.92527605,-0.01583,2.5979,-0.0056582,0.0051221,0.0071099
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC29.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC29.jpg,2.7731306,-0.074532,1.02431,1.4219,-0.358851,-9.39197,0.0020377,-0.0070875,-0.009033,-1.53508239,1.0079596,-0.033466,2.5969,-0.014449,0.0062297,0.015491
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC30.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC30.jpg,2.8729943,-0.089142,1.07639,1.0215,-0.0288616,-8.84582,-0.016093,-0.0048309,-0.016933,-1.64910348,1.0858905,-0.053347,2.5955,-0.015894,0.0076343,0.015402
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC31.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC31.jpg,3.0064357,-0.099063,1.14149,0.31873,-0.430164,-9.48182,-0.027633,0.0052627,-0.02501,-1.81142801,1.19703,-0.062543,2.5925,-0.025856,0.010493,0.026063
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC32.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC32.jpg,3.099404,-0.1043,1.18056,0.53544,0.123229,-9.15305,-0.01447,0.015148,-0.026197,-1.92831554,1.2795634,-0.067104,2.59,-0.031169,0.013031,0.031368
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC33.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC33.jpg,3.1927438,-0.10688,1.24132,-0.010913,-0.325923,-9.9039,-0.024408,0.017569,-0.02794,-2.04750471,1.3640456,-0.069203,2.5875,-0.027482,0.015385,0.025397
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC34.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC34.jpg,3.2794204,-0.10727,1.29774,0.85147,-0.0586877,-10.0752,-0.02925,0.0087962,-0.029514,-2.16051009,1.4440499,-0.074171,2.585,-0.027327,0.017588,0.024927
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC35.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC35.jpg,3.3794431,-0.10727,1.37153,0.45494,-0.55271,-9.58248,-0.0073768,-0.010724,-0.037232,-2.29323975,1.540638,-0.093052,2.582,-0.028039,0.02045,0.026887
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC36.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC36.jpg,3.5060805,-0.10727,1.44097,-0.23949,-0.191876,-8.90198,0.015156,-0.017729,-0.035557,-2.46057116,1.6719063,-0.12821,2.5781,-0.03136,0.024121,0.028065
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC37.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC37.jpg,3.5994452,-0.10727,1.52344,0.075029,-0.410991,-9.82381,0.021791,0.0027201,-0.03322,-2.58222361,1.7731705,-0.14577,2.5749,-0.036226,0.027017,0.033833
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC38.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC38.jpg,3.6992954,-0.10734,1.60156,0.81382,0.103126,-10.5231,0.023392,-0.00058723,-0.040313,-2.70869597,1.8881256,-0.14931,2.571,-0.041584,0.030725,0.039032
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC39.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC39.jpg,3.785986,-0.10902,1.67101,0.81682,-0.305433,-10.4971,0.015696,-0.010871,-0.033891,-2.828447,1.9893522,-0.14753,2.5676,-0.037392,0.033705,0.032695
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC40.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC40.jpg,3.8794563,-0.11363,1.72309,0.55372,0.246553,-9.59463,0.0041404,-0.0076747,-0.03391,-2.96281205,2.1016474,-0.14346,2.5642,-0.035922,0.036361,0.030576
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC41.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC41.jpg,3.9661803,-0.1193,1.79253,0.32831,0.209357,-9.7714,-0.012774,-0.0026616,-0.041889,-3.09255437,2.2072303,-0.12516,2.5608,-0.040498,0.039307,0.035664
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC42.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC42.jpg,4.106106,-0.12356,1.8099,0.14396,-0.526233,-9.46477,-0.030122,-0.0024111,-0.042798,-3.31010246,2.3793425,-0.11895,2.5548,-0.045629,0.045037,0.040236
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC43.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC43.jpg,4.1993921,-0.12567,1.82292,-0.050082,-0.103628,-9.15568,-0.033665,0.01595,-0.047802,-3.45581974,2.4948371,-0.11934,2.5505,-0.046113,0.048689,0.038343
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC44.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC44.jpg,4.2926809,-0.12629,1.82726,-0.1828,-0.543823,-10.0314,-0.016794,0.021055,-0.049419,-3.59838096,2.6114156,-0.13863,2.5462,-0.046948,0.052086,0.040089
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC45.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC45.jpg,4.3860313,-0.12633,1.8316,0.084292,-0.314137,-9.81484,-0.0038572,0.0027549,-0.047435,-3.73843218,2.7306663,-0.14843,2.5418,-0.049262,0.055713,0.041669
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC46.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC46.jpg,4.4792754,-0.12664,1.84896,-0.21524,-0.463723,-9.28729,0.005946,-0.018545,-0.047592,-3.87802709,2.8537356,-0.16963,2.5374,-0.046831,0.059334,0.037138
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC47.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC47.jpg,4.5660317,-0.12762,1.84462,-0.97154,0.170348,-9.58413,-0.0029273,-0.0055651,-0.049768,-4.0060679,2.9691922,-0.16721,2.5331,-0.047923,0.06262,0.038135
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC48.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC48.jpg,4.70616,-0.12852,1.84462,-0.49676,-0.26575,-10.0619,-0.0050178,0.014765,-0.048897,-4.19472922,3.1486541,-0.15652,2.5264,-0.04648,0.068868,0.037834
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC49.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC49.jpg,4.7660125,-0.12977,1.85764,-0.28967,-0.321324,-9.80075,0.0054238,0.0063806,-0.042681,-4.27491992,3.2221376,-0.15164,2.5238,-0.041079,0.070226,0.031042
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC50.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC50.jpg,4.8859677,-0.13172,1.85764,-0.1738,-0.330642,-9.61717,0.0015061,-0.016234,-0.044008,-4.4346686,3.3684918,-0.14079,2.5189,-0.039244,0.073831,0.029454
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC51.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC51.jpg,4.9792738,-0.13465,1.86198,-0.33146,-0.217384,-9.61199,-0.0033377,-0.011511,-0.044177,-4.55857643,3.48133,-0.14228,2.5147,-0.040597,0.076927,0.029379
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC52.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC52.jpg,5.0328594,-0.13961,1.86198,-0.12978,-0.190858,-9.77371,-0.0057277,0.0019731,-0.047114,-4.62791684,3.5448555,-0.13652,2.5124,-0.046232,0.07869,0.035265
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC53.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC53.jpg,5.1993784,-0.14547,1.84896,-0.24837,-0.0895238,-9.56737,-0.0012137,-0.0063203,-0.047414,-4.83741607,3.7441392,-0.15361,2.5047,-0.047308,0.085304,0.035519
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC54.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC54.jpg,5.2993451,-0.15231,1.84896,-0.48781,-0.167059,-8.84694,0.002022,-0.0057693,-0.049219,-4.96128577,3.8646274,-0.15301,2.4999,-0.048193,0.088629,0.037385
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC55.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC55.jpg,5.3859948,-0.15832,1.86198,-0.14592,-0.148532,-9.98898,-0.010345,0.0072477,-0.052218,-5.06670894,3.9678429,-0.14575,2.4956,-0.050757,0.092029,0.040041
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC56.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC56.jpg,5.479329,-0.16238,1.85764,0.064345,-0.432291,-10.1351,-0.012053,0.0043141,-0.053422,-5.17951767,4.0776936,-0.15262,2.4907,-0.053268,0.095318,0.040933
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC57.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC57.jpg,5.5659152,-0.16621,1.84462,0.26287,-0.463045,-9.10628,0.0061907,-0.013504,-0.050623,-5.283525,4.1824734,-0.17519,2.4862,-0.05281,0.098551,0.037532
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC58.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC58.jpg,5.6951434,-0.16844,1.82726,0.16826,-0.534463,-9.29265,0.018974,-0.010802,-0.057814,-5.42585036,4.3477986,-0.21126,2.4793,-0.056036,0.10468,0.042025
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC59.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC59.jpg,5.7597071,-0.16957,1.82292,-0.045231,-0.750854,-10.4338,0.007221,0.0013471,-0.064235,-5.50406808,4.4351007,-0.20473,2.4753,-0.063476,0.10687,0.050111
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC60.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC60.jpg,5.885874,-0.16996,1.82292,-0.10678,-0.159353,-9.59632,0.0045499,0.0057649,-0.056978,-5.65221039,4.6005956,-0.21301,2.4675,-0.06197,0.11326,0.045402
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC61.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC61.jpg,5.9792247,-0.17004,1.81858,0.029599,-0.285784,-10.4445,-0.0059246,0.0052012,-0.056517,-5.76275227,4.7233516,-0.1947,2.4619,-0.058009,0.1172,0.041076
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC62.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC62.jpg,6.0792055,-0.17004,1.8099,0.19738,-0.0846191,-9.26617,-0.0089749,0.0021341,-0.060204,-5.88279753,4.855498,-0.18651,2.4559,-0.060336,0.12177,0.043385
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC63.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC63.jpg,6.1659643,-0.17004,1.8099,-0.17623,-0.493688,-9.88583,-0.021268,0.010451,-0.057459,-5.98763568,4.9699307,-0.17753,2.4506,-0.061378,0.1259,0.044031
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC64.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC64.jpg,6.2725964,-0.17004,1.80556,0.17626,-0.19618,-10.0113,-0.013556,0.0041341,-0.05772,-6.11639436,5.1110881,-0.18158,2.4442,-0.058952,0.12923,0.040404
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC65.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC65.jpg,6.3925573,-0.17004,1.81424,0.047109,-0.517846,-8.85753,-0.0091886,-0.0086575,-0.05857,-6.26023783,5.273842,-0.19496,2.4371,-0.059267,0.13455,0.039504
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC66.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC66.jpg,6.4927385,-0.17027,1.80556,-0.33765,-0.191299,-9.3588,0.00042861,0.001734,-0.065638,-6.37781964,5.4127262,-0.20573,2.4308,-0.064679,0.13901,0.046271
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC67.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC67.jpg,6.5792044,-0.17242,1.82292,0.228,-0.319233,-10.1193,0.0035969,0.0070187,-0.061657,-6.4774919,5.533353,-0.21007,2.4253,-0.066048,0.14353,0.046443
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC68.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC68.jpg,6.672588,-0.17555,1.84896,0.073095,-0.0748462,-9.81208,-0.0034452,-0.00033212,-0.063753,-6.58158663,5.6670709,-0.20614,2.4194,-0.062747,0.14687,0.041762
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC69.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC69.jpg,6.7726383,-0.17871,1.84896,-0.025113,-0.237639,-9.38468,-0.0078841,-0.00346,-0.063981,-6.69683504,5.8071891,-0.19831,2.413,-0.062884,0.15016,0.040432
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC70.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC70.jpg,6.9059185,-0.1827,1.84462,0.08633,-0.559855,-9.48865,-0.0076542,0.0026183,-0.065914,-6.85029422,5.9948821,-0.19998,2.4044,-0.065188,0.15698,0.042042
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC71.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC71.jpg,6.9997177,-0.18672,1.86198,-0.076682,-0.518184,-10.4302,-0.0044159,0.0069742,-0.067237,-6.95590621,6.1276408,-0.21104,2.3982,-0.065133,0.16109,0.041802
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC72.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC72.jpg,7.0526091,-0.19141,1.86198,-0.12146,-0.600933,-10.3443,-0.0059729,0.0049313,-0.065231,-7.0153912,6.2043629,-0.21698,2.3946,-0.068992,0.16261,0.044054
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC73.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC73.jpg,7.1525757,-0.19965,1.86632,0.021569,-0.30273,-9.14155,-0.0032175,0.00064385,-0.072113,-7.12536285,6.3497005,-0.23261,2.3877,-0.069903,0.16605,0.045319
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC74.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC74.jpg,7.2325049,-0.20942,1.84896,-0.056569,-0.600848,-9.28278,0.0015961,0.00029299,-0.077151,-7.21205176,6.4672912,-0.23222,2.3819,-0.073167,0.16963,0.048456
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC75.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC75.jpg,7.3726123,-0.21949,1.875,-0.028691,-0.495867,-9.71664,-0.0029535,0.0041889,-0.081362,-7.36016947,6.6752458,-0.24568,2.3712,-0.080095,0.17806,0.05482
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC76.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC76.jpg,7.4658561,-0.23238,1.87066,-0.13516,-0.53153,-10.2046,-0.0099786,0.0033821,-0.083389,-7.45641969,6.8151794,-0.26399,2.3636,-0.080055,0.1834,0.052344
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC77.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC77.jpg,7.5658512,-0.24188,1.85764,-0.14866,-0.549416,-9.45977,-0.0083726,-0.0013274,-0.091543,-7.55705304,6.9676426,-0.27811,2.3551,-0.087612,0.18935,0.0605
6_19_25,01,D,M,D:\Tahn\6_19_25\cameras\01\LRMC\LRMC78.jpg,D:\Tahn\6_19_25\cameras\01\RRMC\RRMC78.jpg,7.6926099,-0.24922,1.86632,0.13337,-0.590375,-8.90016,-0.0041672,0.0010878,-0.095587,-7.67966023,7.165782,-0.29785,2.3433,-0.096275,0.19848,0.070029
