SET,SUBSET,TIME,SETTING,LRMC,RRMC,t,steer_ang,vx,imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,X,Y,vy,yaw,yaw_rate,hitch,hitch_rate
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC17.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC17.jpg,1.4932809,0.0033975,28.6719,0.015551,0.27075,-9.21529,-0.020551,-0.018541,0.0017857,-30.349988,-29.554599,-0.038563,3.9292,-0.0060852,0.0023241,0.0095972
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC18.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC18.jpg,1.6197462,0.0033975,28.6762,-0.073732,-0.035766,-9.64142,-0.0097554,0.0074292,0.0015111,-32.931216,-32.049744,-0.057095,3.9292,0.00050186,0.0025574,0.0013055
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC19.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC19.jpg,1.7197831,0.0032412,28.6979,0.39304,-0.04662,-9.46435,0.017499,0.01784,0.0013886,-34.976654,-34.020821,-0.08957,3.9294,0.0020986,0.0024299,-0.0024642
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC20.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC20.jpg,1.8132334,0.0024991,28.724,0.54439,0.062988,-9.45964,0.027314,-0.0062435,-0.00035119,-36.89162,-35.864221,-0.088188,3.9293,-0.012069,0.002468,0.010467
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC21.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC21.jpg,1.8998707,0.0016006,28.75,0.15565,0.29088,-9.60845,0.026485,-0.027603,-0.00047659,-38.670001,-37.576789,-0.098879,3.9295,0.0039902,0.0021501,-0.0044362
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC22.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC22.jpg,2.0198091,0.0015225,28.7674,-0.12281,0.4475,-9.79219,0.013518,-0.01059,0.00037013,-41.126644,-39.950341,-0.057707,3.9294,-0.0056595,0.0022544,0.0060776
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC23.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC23.jpg,2.0864589,0.0015225,28.7977,0.0078936,0.49393,-9.7642,-0.014415,0.0088551,-0.00045012,-42.490012,-41.271543,-0.033202,3.9292,-0.0037647,0.002526,0.0047897
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC24.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC24.jpg,2.2132353,0.0015225,28.8194,0.37497,0.3419,-9.49162,-0.028068,-0.0017256,-0.0020311,-45.079525,-43.928945,-0.023275,3.929,0.0049357,0.0026993,-0.0052592
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC25.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC25.jpg,2.3198282,0.0011709,28.8411,0.18459,0.12822,-9.70059,-0.023545,-0.0095506,-0.00046664,-47.26767,-46.048022,-0.035373,3.9288,0.00078669,0.0028125,-0.0015269
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC26.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC26.jpg,2.4132282,0.0008975,28.8542,0.10441,-0.092058,-9.59289,-0.010927,-0.0065305,0.00080541,-49.184807,-47.902052,-0.045967,3.929,0.0080534,0.0027094,-0.0072852
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC27.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC27.jpg,2.5131449,0.0008975,28.8802,0.22333,0.16905,-9.39887,-0.0025301,-0.0036145,0.00054501,-51.241747,-49.889583,-0.035359,3.9288,0.0060087,0.0031285,-0.003878
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC28.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC28.jpg,2.5932428,0.0008975,28.9062,0.14526,0.20259,-9.56959,-0.0015177,-0.0065442,-0.0012621,-52.888204,-51.481271,-0.022984,3.9286,-0.008736,0.0034013,0.0088832
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC29.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC29.jpg,2.7198567,0.0008975,28.9366,0.012673,0.071383,-9.42808,-0.0048086,-0.0051539,-0.004317,-55.49626,-54.00209,-0.0081859,3.9279,-0.0038978,0.004106,0.0025081
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC30.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC30.jpg,2.8266269,0.0008975,28.954,0.17784,0.13104,-9.58903,-0.0083228,0.0012749,-0.0052877,-57.694433,-56.125966,-0.026375,3.9275,-7.4629e-05,0.0043364,-0.0015727
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC31.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC31.jpg,2.9531616,0.0011709,28.98,0.23951,-0.031729,-9.73166,-0.0051015,0.0019277,-0.0041122,-60.313266,-58.647941,-0.032403,3.9269,-0.0035545,0.0046965,0.0027734
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC32.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC32.jpg,3.0531449,0.0018741,28.9931,0.21215,-0.17118,-9.24355,0.0055744,-0.0087074,-0.0052094,-62.386269,-60.639753,-0.048088,3.9264,-0.010905,0.0047326,0.0063346
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC33.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC33.jpg,3.1397108,0.0024209,29.0191,0.27124,0.0082837,-9.41547,0.012813,-0.016633,-0.0054139,-64.177002,-62.50026,-0.037371,3.9261,-0.0039628,0.0044894,-0.0016171
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC34.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC34.jpg,3.2330814,0.0025772,29.0278,-0.0078816,0.14823,-9.64751,0.011188,-0.0093084,-0.0037026,-66.111215,-64.358987,-0.037924,3.9257,-0.0024232,0.0044236,-0.0022806
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC35.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC35.jpg,3.3332156,0.0025772,29.0451,-0.014574,0.099886,-9.82502,0.00016385,0.0087998,-0.0047094,-68.185346,-66.35222,-0.04431,3.9255,-0.0066234,0.0041042,0.0016624
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC36.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC36.jpg,3.4197565,0.0025772,29.0712,0.35021,0.10607,-9.5858,-0.0025307,0.0026879,-0.0025807,-69.986555,-68.081693,-0.048685,3.9253,0.00010143,0.0036741,-0.0045771
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC37.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC37.jpg,3.5597998,0.0025772,29.0972,0.29422,0.096476,-9.50169,0.0017045,-0.0081614,-0.0012864,-72.901108,-70.874973,-0.058608,3.925,-0.0038856,0.0034175,0.0011901
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC38.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC38.jpg,3.6531323,0.0025772,29.1189,0.023389,0.0088298,-9.52561,0.0082172,-0.0044316,-0.0011653,-74.845153,-72.738733,-0.042563,3.925,-0.0037951,0.0031681,0.00053212
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC39.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC39.jpg,3.7530849,0.0025772,29.1363,0.13897,0.25574,-9.76921,0.0034342,0.0018187,-0.00099979,-76.92937,-74.737164,-0.067533,3.925,0.001495,0.0028165,-0.0015282
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC40.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC40.jpg,3.8398968,0.0025772,29.158,0.30244,0.19502,-9.56567,-0.0013237,-0.0013867,-0.00072951,-78.739112,-76.471385,-0.064583,3.9249,-0.00012428,0.0028132,-0.0029222
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC41.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC41.jpg,3.9396947,0.0025772,29.184,0.56121,0.14598,-8.68918,0.0024442,-0.028034,-0.0013055,-80.835941,-78.478979,-0.044129,3.9246,-0.0010447,0.0028863,-0.0016041
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC42.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC42.jpg,4.019759,0.0025772,29.2014,-0.3285,0.17573,-9.39172,0.0015892,-0.044308,-0.0019074,-82.507116,-80.082018,-0.030901,3.9247,0.0043019,0.0024648,-0.0084316
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC43.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC43.jpg,4.1598401,0.0025772,29.197,-0.76741,0.35259,-10.7615,-0.014909,0.02636,0.0028466,-85.407014,-83.013107,-0.054401,3.9253,0.014518,0.0017294,-0.013617
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC44.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC44.jpg,4.253311,0.0025772,29.2057,-0.022217,0.3727,-9.78955,-0.033428,0.073029,0.0033163,-87.35099,-84.887725,-0.017561,3.9248,0.017987,0.0022662,-0.016356
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC45.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC45.jpg,4.3530213,0.0019522,29.2448,1.1262,0.12772,-9.30229,-0.036449,0.0060626,-0.0014268,-89.449295,-86.9059,-0.0094764,3.9245,-0.017179,0.0027652,0.018154
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC46.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC46.jpg,4.4398885,0.0008975,29.2578,0.24957,-0.26036,-9.32524,-0.016526,-0.072398,-0.0052792,-91.270694,-88.651539,-0.05609,3.9242,0.0010417,0.0031698,7.0236e-05
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC47.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC47.jpg,4.5398076,0.00066312,29.2752,-0.56653,-0.19893,-9.10183,0.0052649,-0.043231,-0.0035658,-93.367874,-90.657281,-0.048536,3.924,-0.0015471,0.0034864,0.0047348
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC48.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC48.jpg,4.6330488,0.0012881,29.2839,-0.27351,-0.010439,-9.45852,0.015209,0.013335,-0.00096261,-95.326343,-92.526437,-0.062259,3.9236,-0.0057223,0.0038212,0.0038941
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC49.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC49.jpg,4.7263751,0.0027725,29.3099,0.16808,0.035853,-9.51005,0.019507,0.015435,-0.0039163,-97.287741,-94.396416,-0.081878,3.9234,-0.00017855,0.0037445,-0.0029523
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC50.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC50.jpg,4.8197063,0.0030459,29.3273,0.23932,0.083844,-9.61367,0.017622,-0.0066157,-0.0050317,-99.25266,-96.269965,-0.05914,3.9228,-0.0018523,0.0040987,-0.0029615
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC51.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC51.jpg,4.91982,0.0030459,29.3533,-0.089405,0.1001,-9.71018,0.0091268,-0.016063,-0.0048979,-101.35841,-98.278564,-0.05666,3.9225,-0.01014,0.0039085,0.0025137
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC52.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC52.jpg,5.0131748,0.0031241,29.3793,-0.092207,0.14275,-9.72773,0.0023304,-0.0074906,-0.0018491,-103.32271,-100.15281,-0.053164,3.9224,0.00531,0.0035359,-0.012209
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC53.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC53.jpg,5.1396953,0.0030459,29.3967,-0.055444,0.077547,-9.62437,-0.0024541,0.0062431,0.00010787,-105.99166,-102.84659,-0.068889,3.9225,0.0080757,0.0028999,-0.01112
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC54.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC54.jpg,5.2197707,0.0032412,29.4097,0.084824,0.085435,-9.52796,0.0011888,0.0045072,0.0011554,-107.67908,-104.45516,-0.053118,3.9224,-0.0015713,0.0027367,-0.0034237
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC55.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC55.jpg,5.3196812,0.0043741,29.4314,-0.054575,0.12839,-9.60769,0.0035764,-0.008838,-0.00066698,-109.79023,-106.46655,-0.06044,3.9223,0.0040669,0.0025999,-0.0079546
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC56.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC56.jpg,5.4597464,0.0045694,29.4444,-0.11142,0.21328,-9.74698,0.0010539,-0.0048829,-0.00094545,-112.74567,-109.28384,-0.080192,3.9224,0.0031354,0.0023287,-0.0031724
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC57.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC57.jpg,5.5131049,0.0045694,29.4661,0.0088811,0.21189,-9.66042,0.00047431,0.0010635,-0.00015581,-113.87254,-110.35737,-0.05412,3.9223,-0.002419,0.0023639,0.0021815
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC58.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC58.jpg,5.6396901,0.0045694,29.4705,0.1478,0.20773,-9.18651,0.0051105,-0.0064085,0.0033797,-116.55162,-112.91119,-0.065715,3.9225,0.0031953,0.0021818,-0.003569
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC59.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC59.jpg,5.7196794,0.0042959,29.4792,-0.075062,0.087575,-9.4517,0.011349,-0.016522,0.00084738,-118.24536,-114.52381,-0.056241,3.9226,-0.0057788,0.0022063,0.0052706
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC60.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC60.jpg,5.8596175,0.0036709,29.4922,-0.11149,0.24395,-9.63023,0.013106,-0.0094457,0.00072059,-121.20853,-117.347,-0.080591,3.9229,0.0067955,0.0019459,-0.0050997
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC61.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC61.jpg,5.9465319,0.0035537,29.5009,-0.07163,0.22055,-9.62533,0.010793,-0.0027099,0.0024472,-123.04297,-119.09593,-0.054042,3.9228,-0.0014635,0.0022149,0.0043047
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC62.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC62.jpg,6.013128,0.0035537,29.5009,-0.059578,0.46047,-9.76597,0.0054508,-0.0018012,0.00031423,-124.45345,-120.44311,-0.058465,3.9227,-0.0049848,0.0023857,0.0064044
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC63.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC63.jpg,6.0930458,0.0035537,29.5226,-0.031208,0.27837,-9.74333,-0.009206,0.0020814,0.00075301,-126.1458,-122.0606,-0.048722,3.9228,0.0040121,0.002436,-0.0010684
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC64.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC64.jpg,6.1864549,0.0035537,29.5226,-0.12358,0.091246,-9.62704,-0.010485,0.0043694,0.00065617,-128.11952,-124.09541,-0.057321,3.9228,0.0060084,0.0025968,-0.0047165
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC65.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC65.jpg,6.3329668,0.0035537,29.5486,0.15543,0.29768,-9.64679,-0.0068521,-0.0014043,-0.0019922,-131.2285,-127.06576,-0.044445,3.9228,-0.0006815,0.0026162,0.0020856
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC66.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC66.jpg,6.4129796,0.0035537,29.553,0.073291,0.26362,-9.45357,-0.0013256,-0.01135,0.0010646,-132.92594,-128.68733,-0.058713,3.9229,0.0037913,0.0025211,-0.0028653
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC67.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC67.jpg,6.506355,0.0035537,29.579,-0.18958,0.22997,-9.58226,0.002362,-0.0067957,0.0021885,-134.90653,-130.57923,-0.045138,3.923,-0.00018873,0.0027055,0.0010948
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC68.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC68.jpg,6.5996339,0.0035537,29.592,-0.16397,0.30803,-9.77342,0.0013395,0.0035377,0.0010101,-136.88616,-132.47145,-0.040839,3.9231,0.0063572,0.0027404,-0.0049283
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC69.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC69.jpg,6.6930081,0.0030459,29.6094,0.012461,0.26411,-9.65721,0.00092259,0.0097923,-0.00022729,-138.8678,-134.36562,-0.03507,3.9229,0.0049973,0.0030104,-0.0049771
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC70.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC70.jpg,6.8195491,0.0026162,29.6181,0.017732,0.07175,-9.50461,0.0042159,-0.0056001,0.0002195,-141.56138,-136.93924,-0.047388,3.923,0.0034921,0.002979,-0.0021085
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC71.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC71.jpg,6.9597754,0.0026162,29.6398,-0.077843,0.10227,-9.56852,0.0060968,-0.0084954,0.00096076,-144.54137,-139.78459,-0.049123,3.9229,-0.0019048,0.0030914,0.00074765
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC72.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC72.jpg,7.0130688,0.0026162,29.6528,-0.13642,0.27429,-9.60663,0.0062322,-0.0019424,-0.0015149,-145.6765,-140.86858,-0.030475,3.9227,0.00072296,0.0032167,-0.0037551
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC73.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC73.jpg,7.0996937,0.0031241,29.6745,-0.093337,0.23895,-9.59079,0.002801,0.0016465,-8.5798e-05,-147.52148,-142.63136,-0.037903,3.9227,-0.0054614,0.0030502,0.0030609
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC74.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC74.jpg,7.2196588,0.0033975,29.6875,-0.06917,0.19858,-9.71296,-0.0021973,0.0043036,0.0012412,-150.07342,-145.21428,-0.030938,3.9227,0.0019662,0.0029706,-0.0037143
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC75.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC75.jpg,7.3597218,0.0033975,29.7092,-0.046832,0.24543,-9.64187,-0.0049765,0.0027759,-0.00058491,-153.05612,-148.06808,-0.057748,3.9231,0.0088397,0.0024592,-0.0089813
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC76.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC76.jpg,7.4195345,0.0033975,29.7222,-0.024447,0.17553,-9.64611,-0.0026007,0.0038123,0.0013791,-154.33557,-149.29077,-0.036723,3.923,-0.0048372,0.0025403,0.004979
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC77.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC77.jpg,7.5129835,0.0033194,29.7483,-0.091537,0.22817,-9.80073,0.0048152,0.0045495,0.0031983,-156.32614,-151.19447,-0.026534,3.9233,-0.0045109,0.0023692,0.0055081
6_19_25,02,D,M,D:\Tahn\6_19_25\cameras\02\LRMC\LRMC78.jpg,D:\Tahn\6_19_25\cameras\02\RRMC\RRMC78.jpg,7.6062962,0.0033194,29.7569,-0.070297,0.27613,-9.74871,0.00040425,0.0011436,0.00012976,-158.31721,-153.1004,-0.0414,3.9234,-0.0070606,0.0024119,0.0099844
